Bank,Applicant_Type,Age,Monthly_Income,Credit_Score,Loan_Amount,Employment_Stability,Property_Value,Approval_Status
Axis,Self-Employed,21,52578,602,6656500,Unstable,33221029,Rejected
Axis,Self-Employed,46,96377,645,5330268,Stable,7538405,Rejected
Axis,Self-Employed,44,47142,690,760041,Stable,43767346,Approved
Axis,Self-Employed,58,67181,802,16760941,Stable,28733507,Approved
Axis,Professional,19,53803,671,6920643,Stable,33276040,Rejected
Axis,Professional,46,51595,757,742418,Unstable,42095513,Approved
Axis,Professional,20,49435,617,7151392,Stable,34967700,Rejected
Axis,Professional,52,42223,725,19235350,Unstable,25239105,Approved
Axis,Salaried,53,94146,650,5380702,Stable,7382303,Rejected
Axis,Salaried,60,57620,869,15895030,Stable,27612833,Approved
Axis,Self-Employed,44,47219,741,653574,Stable,47676644,Approved
Axis,Self-Employed,21,57141,650,6698726,Stable,35634253,Rejected
Axis,Self-Employed,49,88771,672,5148996,Unstable,8148605,Rejected
Axis,Salaried,39,39246,853,40328192,Stable,48759637,Rejected
Axis,Professional,22,56987,610,6781914,Stable,35792279,Rejected
Axis,Professional,53,89311,645,5549731,Unstable,7163068,Rejected
Axis,Self-Employed,20,50536,714,7434019,Unstable,30759197,Rejected
Axis,Self-Employed,48,43210,659,796005,Stable,47719410,Approved
Axis,Self-Employed,53,57576,812,16415612,Stable,28247915,Approved
Axis,Salaried,60,58226,881,18027031,Stable,25678188,Approved
Axis,Self-Employed,50,46061,747,653274,Stable,45740827,Approved
Axis,Professional,60,35756,703,18454482,Stable,24479902,Approved
Axis,Salaried,56,62688,814,17743174,Stable,25618291,Approved
Axis,Salaried,58,65433,804,16675972,Unstable,26289653,Approved
Axis,Self-Employed,60,37067,704,18666782,Unstable,27026400,Approved
Axis,Salaried,44,33572,794,41660491,Unstable,48686784,Rejected
Axis,Salaried,59,35713,747,16828764,Stable,27166289,Approved
Axis,Professional,38,38326,768,40696614,Unstable,43720548,Rejected
Axis,Self-Employed,55,63383,811,18217211,Unstable,26831429,Approved
Axis,Self-Employed,40,32925,745,37388734,Stable,46321341,Rejected
Axis,Salaried,49,87776,609,5342834,Unstable,8373014,Rejected
Axis,Self-Employed,51,65309,858,17627375,Unstable,26125992,Approved
Axis,Salaried,38,35779,752,36538338,Stable,42710627,Rejected
Axis,Salaried,59,58856,769,17696163,Unstable,27903100,Approved
Axis,Salaried,60,68133,826,17654868,Unstable,26942523,Approved
Axis,Professional,50,90708,601,5640628,Unstable,8299933,Rejected
Axis,Salaried,39,33266,764,37974508,Unstable,43980263,Rejected
Axis,Salaried,58,36690,782,17080708,Unstable,27790732,Approved
Axis,Self-Employed,53,43249,756,20526075,Stable,24622940,Approved
Axis,Salaried,53,43074,701,17013050,Unstable,26249149,Approved
Axis,Self-Employed,21,50030,654,6191487,Stable,32398712,Rejected
Axis,Salaried,55,97832,629,5536392,Unstable,8383580,Rejected
Axis,Salaried,57,40397,775,18538525,Unstable,27123277,Approved
Axis,Professional,52,42633,703,18437114,Stable,26478679,Approved
Axis,Professional,50,97528,697,5226790,Stable,8145321,Rejected
Axis,Self-Employed,41,32584,763,36794298,Stable,45787261,Rejected
Axis,Self-Employed,48,45174,758,661002,Unstable,40208748,Approved
Axis,Self-Employed,20,54474,642,6221224,Stable,30729163,Rejected
Axis,Salaried,22,54282,611,7028847,Unstable,34585161,Rejected
Axis,Self-Employed,47,47649,677,772381,Unstable,41730020,Approved
Axis,Professional,57,41997,767,19150066,Stable,25944860,Approved
Axis,Professional,42,35888,861,36496941,Unstable,46811800,Rejected
Axis,Professional,43,38460,719,39822149,Stable,43394831,Rejected
Axis,Salaried,55,61087,868,17386211,Stable,24714820,Approved
Axis,Self-Employed,22,51908,687,6546948,Unstable,33073166,Rejected
Axis,Self-Employed,60,41824,686,17104963,Stable,27968805,Approved
Axis,Professional,37,37393,868,40029653,Stable,41399599,Rejected
Axis,Professional,59,37007,694,19280357,Stable,29134522,Approved
Axis,Professional,46,50953,723,713926,Stable,41390223,Approved
Axis,Self-Employed,20,54500,613,6204133,Unstable,33046414,Rejected
Axis,Self-Employed,62,42031,784,18629915,Stable,25645070,Approved
Axis,Self-Employed,56,35776,751,18055887,Unstable,25173161,Approved
Axis,Salaried,42,36994,713,39254197,Stable,46341415,Rejected
Axis,Self-Employed,50,64018,837,15271146,Unstable,25930296,Approved
Axis,Professional,20,57849,680,6968996,Unstable,34485070,Rejected
Axis,Salaried,43,44329,711,738037,Unstable,44510491,Approved
Axis,Self-Employed,52,87600,683,5814725,Unstable,7870041,Rejected
Axis,Professional,44,49081,745,728621,Unstable,44576590,Approved
Axis,Professional,44,33011,863,35605043,Stable,46881935,Rejected
Axis,Salaried,61,41398,775,18657177,Stable,26342817,Approved
Axis,Self-Employed,38,33727,834,38490053,Stable,47791775,Rejected
Axis,Self-Employed,57,41406,743,18305060,Stable,24423766,Approved
Axis,Professional,55,97589,695,5506740,Unstable,7030055,Rejected
Axis,Self-Employed,44,34552,819,35797405,Stable,46668541,Rejected
Axis,Self-Employed,56,60411,885,18361962,Unstable,25722584,Approved
Axis,Professional,60,62638,853,17362899,Unstable,25291603,Approved
Axis,Self-Employed,58,61457,822,15848198,Stable,28368646,Approved
Axis,Salaried,52,37278,738,19772415,Unstable,25364779,Approved
Axis,Professional,58,69249,806,15868368,Unstable,24672417,Approved
Axis,Professional,54,89421,595,5293614,Stable,8195284,Rejected
Axis,Professional,21,50232,675,6313811,Stable,31594186,Rejected
Axis,Salaried,38,37579,842,37901136,Unstable,49999606,Rejected
Axis,Salaried,46,50485,688,786932,Stable,43317404,Approved
Axis,Salaried,39,34830,717,37951601,Stable,49831274,Rejected
Axis,Self-Employed,41,37972,721,34422854,Unstable,49838465,Rejected
Axis,Self-Employed,52,92534,684,5287148,Unstable,8085627,Rejected
Axis,Self-Employed,48,43326,727,674525,Stable,39148004,Approved
Axis,Self-Employed,59,65726,834,16852982,Unstable,25694938,Approved
Axis,Professional,47,89195,695,4865979,Stable,7376825,Rejected
Axis,Self-Employed,46,44447,665,690536,Unstable,44232169,Approved
Axis,Self-Employed,51,49585,713,715116,Stable,41744396,Approved
Axis,Professional,46,82674,635,5670893,Unstable,8107768,Rejected
Axis,Professional,46,85604,715,5621841,Stable,8225264,Rejected
Axis,Salaried,52,38575,693,17196767,Stable,28044448,Approved
Axis,Salaried,40,34423,744,39250476,Stable,41081990,Rejected
Axis,Self-Employed,60,59310,805,17665343,Unstable,28542141,Approved
Axis,Self-Employed,52,42885,768,19353129,Stable,26000016,Approved
Axis,Salaried,54,95548,692,5242939,Stable,7127666,Rejected
Axis,Professional,56,61916,806,16141831,Stable,25961541,Approved
Axis,Self-Employed,48,47948,729,662697,Unstable,40388555,Approved
Axis,Salaried,58,43435,737,19435233,Stable,24152428,Approved
Axis,Salaried,53,36298,750,20172521,Unstable,26155553,Approved
Axis,Self-Employed,58,36589,686,20522238,Unstable,24919381,Approved
Axis,Self-Employed,62,39459,723,17028980,Stable,25587333,Approved
Axis,Professional,54,67047,803,15320700,Unstable,28768847,Approved
Axis,Professional,42,36293,856,41619634,Unstable,44995773,Rejected
Axis,Professional,53,60459,813,17941208,Stable,26613311,Approved
Axis,Self-Employed,46,50184,715,738644,Stable,45600211,Approved
Axis,Professional,53,66711,820,18084803,Stable,26658499,Approved
Axis,Self-Employed,51,69544,817,15692556,Unstable,29244289,Approved
Axis,Professional,51,47872,652,656731,Stable,42792195,Approved
Axis,Self-Employed,52,66003,862,15583878,Unstable,27973936,Approved
Axis,Self-Employed,62,37923,777,20514333,Unstable,27322730,Approved
Axis,Salaried,38,34740,779,37969106,Unstable,42204965,Rejected
Axis,Professional,50,60284,784,16487119,Stable,25734788,Approved
Axis,Salaried,46,44757,721,683937,Unstable,45984619,Approved
Axis,Self-Employed,52,37247,766,19592232,Stable,25769910,Approved
Axis,Self-Employed,22,53644,629,6760220,Stable,35057111,Rejected
Axis,Salaried,49,91821,662,5558188,Unstable,7079614,Rejected
Axis,Professional,21,56752,646,7113450,Unstable,32345717,Rejected
Axis,Professional,54,63313,920,18164194,Unstable,26147571,Approved
Axis,Self-Employed,52,63265,794,16596594,Unstable,26809384,Approved
Axis,Salaried,37,34489,801,39007186,Unstable,45569905,Rejected
Axis,Self-Employed,55,61166,826,15997473,Stable,24956365,Approved
Axis,Self-Employed,43,44693,731,675883,Unstable,41254664,Approved
Axis,Self-Employed,45,80851,630,5149851,Stable,7180401,Rejected
Axis,Professional,40,39362,772,34570924,Unstable,45854308,Rejected
Axis,Professional,52,95350,596,5656993,Stable,7182943,Rejected
Axis,Salaried,42,37004,725,35657241,Stable,43748464,Rejected
Axis,Professional,45,44301,713,793669,Unstable,46956507,Approved
Axis,Professional,51,61159,928,16814238,Stable,24400249,Approved
Axis,Self-Employed,60,38073,709,18649623,Unstable,25930930,Approved
Axis,Professional,60,63765,927,17641405,Unstable,25033819,Approved
Axis,Salaried,52,68139,877,18609507,Unstable,28311351,Approved
Axis,Salaried,58,37565,728,18324573,Stable,28460865,Approved
Axis,Professional,51,60460,845,17746541,Unstable,25385845,Approved
Axis,Self-Employed,22,49990,663,7053725,Stable,35736721,Rejected
Axis,Self-Employed,58,58114,914,16722903,Stable,25019938,Approved
Axis,Salaried,39,35273,856,40667080,Stable,49243796,Rejected
Axis,Professional,54,36274,675,18963513,Unstable,28097926,Approved
Axis,Salaried,55,60278,914,18368083,Unstable,27177453,Approved
Axis,Professional,46,84870,635,4910907,Stable,7802367,Rejected
Axis,Salaried,55,94140,705,4847858,Unstable,8005453,Rejected
Axis,Salaried,50,50023,649,680277,Stable,45531330,Approved
Axis,Self-Employed,59,63019,838,18503296,Stable,26336143,Approved
Axis,Self-Employed,54,81065,707,5350187,Stable,7400021,Rejected
Axis,Professional,60,40335,727,18212098,Unstable,27373795,Approved
Axis,Salaried,60,37264,751,17539892,Unstable,28175561,Approved
Axis,Self-Employed,60,63129,764,17681415,Stable,24665116,Approved
Axis,Salaried,54,86308,656,5803926,Unstable,7983099,Rejected
Axis,Salaried,49,43455,685,750759,Unstable,42045310,Approved
Axis,Self-Employed,61,42148,778,20154737,Unstable,27308432,Approved
Axis,Salaried,38,34748,797,34631771,Stable,41299409,Rejected
Axis,Professional,46,50785,686,785595,Unstable,47320274,Approved
Axis,Professional,51,62822,932,17397757,Stable,27199633,Approved
Axis,Salaried,57,60377,862,17107985,Stable,24289102,Approved
Axis,Salaried,42,35812,738,36464130,Unstable,48959158,Rejected
Axis,Professional,42,32882,800,34269972,Stable,45557026,Rejected
Axis,Self-Employed,45,51074,665,726100,Stable,43723703,Approved
Axis,Salaried,47,82236,629,5023155,Unstable,8427068,Rejected
Axis,Professional,53,82215,695,5769261,Stable,8165302,Rejected
Axis,Salaried,56,39143,693,18394944,Stable,28020980,Approved
Axis,Professional,21,55816,664,6187285,Stable,33891244,Rejected
Axis,Professional,40,39596,721,37854548,Unstable,48832984,Rejected
Axis,Self-Employed,43,34886,852,36066090,Unstable,48042576,Rejected
Axis,Professional,46,93859,698,5036842,Unstable,7468550,Rejected
Axis,Self-Employed,53,62389,787,17484897,Stable,24569371,Approved
Axis,Salaried,40,36454,824,40261317,Stable,46496145,Rejected
Axis,Salaried,19,49664,656,6467756,Stable,32833515,Rejected
Axis,Self-Employed,49,96792,598,5198996,Unstable,8308819,Rejected
Axis,Professional,51,59833,836,16259191,Stable,27032613,Approved
Axis,Professional,53,40406,765,20148463,Unstable,27929695,Approved
Axis,Professional,38,33222,815,40530958,Unstable,50085150,Rejected
Axis,Professional,19,48067,619,6305820,Unstable,31155406,Rejected
Axis,Salaried,43,46760,672,737193,Unstable,43373010,Approved
Axis,Salaried,52,90629,619,5085511,Stable,7265061,Rejected
Axis,Professional,59,36185,741,18812768,Unstable,27710932,Approved
Axis,Salaried,46,50363,674,729774,Unstable,41613265,Approved
Axis,Self-Employed,48,45715,652,764675,Unstable,46952312,Approved
Axis,Salaried,51,61084,899,16807255,Unstable,24298312,Approved
Axis,Self-Employed,49,49981,733,695125,Unstable,46037214,Approved
Axis,Professional,42,39157,817,37600153,Unstable,48697559,Rejected
Axis,Self-Employed,54,42372,821,19089746,Unstable,24018936,Approved
Axis,Self-Employed,55,43176,780,16875243,Stable,27121219,Approved
Axis,Professional,61,63723,768,16044620,Unstable,26060630,Approved
Axis,Salaried,43,46687,649,772352,Unstable,45033191,Approved
Axis,Self-Employed,46,87629,661,5411323,Stable,6933983,Rejected
Axis,Professional,46,84272,685,5718128,Stable,6990152,Rejected
Axis,Salaried,45,47561,633,669866,Unstable,42928959,Approved
Axis,Salaried,50,46625,667,769930,Unstable,47058353,Approved
Axis,Salaried,20,54689,601,7221926,Unstable,32291660,Rejected
Axis,Salaried,49,50358,756,767756,Stable,42456339,Approved
Axis,Self-Employed,20,49497,730,6801463,Unstable,35302350,Rejected
Axis,Professional,50,42405,689,732441,Unstable,43458319,Approved
Axis,Salaried,51,44044,642,786728,Unstable,41936665,Approved
Axis,Salaried,43,42826,729,699091,Unstable,47725724,Approved
Axis,Salaried,47,48722,673,766092,Unstable,41418115,Approved
Axis,Salaried,39,33141,769,34936624,Stable,43680328,Rejected
Axis,Self-Employed,37,38401,735,41665473,Stable,42057384,Rejected
Axis,Self-Employed,43,45181,687,687282,Stable,42003348,Approved
Axis,Self-Employed,19,53079,621,6717963,Unstable,35487334,Rejected
Axis,Salaried,40,35001,779,38638784,Stable,48220714,Rejected
Axis,Salaried,51,93355,660,4869947,Unstable,7873379,Rejected
Axis,Professional,59,42534,798,19532989,Unstable,26764446,Approved
Axis,Professional,57,65140,786,18487827,Stable,28097348,Approved
Axis,Salaried,20,53103,650,6869207,Unstable,31482827,Rejected
Axis,Salaried,59,61147,807,15632256,Unstable,25689487,Approved
Axis,Salaried,53,66113,923,15544163,Stable,28663887,Approved
Axis,Professional,42,42603,746,781448,Stable,46234398,Approved
Axis,Salaried,56,36206,820,16859168,Stable,23968795,Approved
Axis,Professional,51,45564,736,741698,Unstable,44941348,Approved
Axis,Salaried,47,45877,744,676145,Stable,39585087,Approved
Axis,Salaried,43,38833,765,38574265,Stable,49106907,Rejected
Axis,Self-Employed,48,50496,742,770868,Unstable,42302050,Approved
Axis,Professional,55,88463,711,5458023,Stable,7559953,Rejected
Axis,Self-Employed,46,86236,617,5596150,Stable,8031317,Rejected
Axis,Professional,18,47877,614,6767687,Stable,31820152,Rejected
Axis,Salaried,47,47321,718,759705,Unstable,43994707,Approved
Axis,Professional,49,43915,624,757913,Stable,46909403,Approved
Axis,Salaried,42,35476,865,35382021,Stable,43574624,Rejected
Axis,Self-Employed,47,94264,681,4902352,Unstable,7580192,Rejected
Axis,Salaried,37,34686,818,40866286,Unstable,43862509,Rejected
Axis,Self-Employed,59,64132,910,18402387,Stable,28950550,Approved
Axis,Salaried,21,50283,716,6396897,Stable,33553302,Rejected
Axis,Self-Employed,50,45863,753,697417,Stable,41278515,Approved
Axis,Salaried,48,90127,674,5262160,Stable,7093772,Rejected
Axis,Professional,54,97146,677,5149609,Stable,7920742,Rejected
Axis,Salaried,42,46324,671,775774,Stable,40653112,Approved
Axis,Salaried,22,56511,720,7378488,Unstable,35095305,Rejected
Axis,Self-Employed,62,39176,814,19280184,Stable,25040535,Approved
Axis,Professional,54,88179,672,5566072,Stable,8373270,Rejected
Axis,Salaried,49,94067,649,5247134,Stable,8459313,Rejected
Axis,Salaried,53,39655,765,16915858,Unstable,26373129,Approved
Axis,Self-Employed,60,40281,794,18430062,Unstable,28197869,Approved
Axis,Self-Employed,50,49662,662,778342,Stable,43133157,Approved
Axis,Salaried,21,51899,712,6181892,Unstable,35400663,Rejected
Axis,Salaried,46,93707,704,5279144,Stable,7471647,Rejected
Axis,Self-Employed,54,98099,693,4918489,Stable,8002977,Rejected
Axis,Self-Employed,52,61564,832,15337607,Unstable,25868208,Approved
Axis,Salaried,19,49334,607,7165207,Stable,31785752,Rejected
Axis,Salaried,49,42573,738,721369,Unstable,44140661,Approved
Axis,Salaried,56,68529,828,16011009,Unstable,26413767,Approved
Axis,Salaried,41,39205,777,37862740,Unstable,46807644,Rejected
Axis,Self-Employed,19,49381,612,6501383,Unstable,34965791,Rejected
Axis,Salaried,54,63286,911,16931643,Unstable,29332921,Approved
Axis,Salaried,54,81209,715,5156664,Unstable,7566466,Rejected
Axis,Professional,53,85753,661,5149924,Unstable,7258763,Rejected
Axis,Professional,49,47394,724,705615,Stable,44526269,Approved
Axis,Salaried,57,68895,825,16222865,Stable,28940120,Approved
Axis,Self-Employed,57,61442,899,16661794,Unstable,26837352,Approved
Axis,Salaried,52,67462,793,15780628,Unstable,29293880,Approved
Axis,Salaried,41,37031,780,34522608,Stable,43568290,Rejected
Axis,Salaried,57,40444,709,20393423,Unstable,28556608,Approved
Axis,Salaried,60,68682,878,15603841,Unstable,29468372,Approved
Axis,Salaried,59,62823,930,18014061,Stable,27797081,Approved
Axis,Professional,48,93618,641,5086947,Stable,7990889,Rejected
Axis,Self-Employed,60,37478,678,19933951,Unstable,28387358,Approved
Axis,Salaried,21,49432,681,6535717,Unstable,33958379,Rejected
Axis,Salaried,19,52622,645,6892661,Unstable,30488936,Rejected
Axis,Professional,44,33753,863,35103653,Stable,42593963,Rejected
Axis,Professional,60,36888,748,17893450,Stable,26998352,Approved
Axis,Professional,53,39998,756,16983174,Unstable,27350250,Approved
Axis,Self-Employed,38,38149,719,34327670,Unstable,47007939,Rejected
Axis,Salaried,60,40553,706,18851022,Stable,26821693,Approved
Axis,Salaried,54,68607,918,15326321,Unstable,26822766,Approved
Axis,Self-Employed,57,62258,842,18505392,Stable,28114250,Approved
Axis,Self-Employed,47,82061,594,5519943,Unstable,8126469,Rejected
Axis,Self-Employed,53,61780,821,15439393,Stable,27188686,Approved
Axis,Professional,54,39276,709,17884621,Unstable,27961583,Approved
Axis,Salaried,43,33366,808,35917589,Unstable,47596130,Rejected
Axis,Self-Employed,60,37355,820,20114603,Stable,25235247,Approved
Axis,Salaried,20,57966,695,6801536,Stable,34449794,Rejected
Axis,Salaried,20,50811,696,6490845,Unstable,35745184,Rejected
Axis,Self-Employed,21,52914,701,6436198,Stable,33446210,Rejected
Axis,Professional,43,38981,778,41476662,Unstable,47245627,Rejected
Axis,Professional,53,39869,816,18597180,Stable,27228008,Approved
Axis,Professional,20,49764,649,6091876,Stable,34997448,Rejected
Axis,Self-Employed,44,43675,645,742166,Stable,42198087,Approved
Axis,Salaried,53,87716,599,5642314,Unstable,7373841,Rejected
Axis,Salaried,46,48030,667,654977,Unstable,47024319,Approved
Axis,Self-Employed,50,92002,597,5063704,Unstable,7885841,Rejected
Axis,Salaried,60,57693,804,17052449,Unstable,26796067,Approved
Axis,Professional,42,43353,688,681809,Unstable,47283781,Approved
Axis,Professional,50,86051,658,5888003,Stable,7642482,Rejected
Axis,Salaried,47,51411,628,654664,Unstable,41512026,Approved
Axis,Salaried,49,88921,619,5168684,Unstable,7321392,Rejected
Axis,Salaried,22,56214,730,6288975,Stable,31847616,Rejected
Axis,Salaried,19,55452,715,6591826,Unstable,31599626,Rejected
Axis,Professional,38,34536,863,37795297,Unstable,45362177,Rejected
Axis,Self-Employed,61,36503,786,19912783,Stable,26954927,Approved
Axis,Salaried,37,37692,865,40831482,Stable,45968882,Rejected
Axis,Self-Employed,41,34605,757,35988944,Unstable,42840650,Rejected
Axis,Salaried,61,42293,804,18901121,Stable,26985624,Approved
Axis,Professional,43,33142,782,40607236,Unstable,48330538,Rejected
Axis,Professional,52,57134,825,15550521,Stable,28270490,Approved
Axis,Self-Employed,20,51671,648,6718922,Stable,35217350,Rejected
Axis,Salaried,54,58813,818,15483488,Unstable,24839839,Approved
Axis,Professional,47,89214,640,4915114,Stable,6992781,Rejected
Axis,Salaried,21,56267,664,6938342,Stable,34119359,Rejected
Axis,Professional,21,56403,658,7044401,Stable,30616870,Rejected
Axis,Salaried,62,36160,712,20164976,Unstable,24484758,Approved
Axis,Salaried,51,93269,673,5429882,Stable,7448634,Rejected
Axis,Professional,53,69664,884,17721334,Unstable,25799187,Approved
Axis,Self-Employed,21,52578,602,6656500,Unstable,33221029,Rejected
Axis,Self-Employed,46,96377,645,5330268,Stable,7538405,Rejected
Axis,Self-Employed,44,47142,690,760041,Stable,43767346,Approved
Axis,Self-Employed,58,67181,802,16760941,Stable,28733507,Approved
Axis,Professional,19,53803,671,6920643,Stable,33276040,Rejected
Axis,Professional,46,51595,757,742418,Unstable,42095513,Approved
Axis,Professional,20,49435,617,7151392,Stable,34967700,Rejected
Axis,Professional,52,42223,725,19235350,Unstable,25239105,Approved
Axis,Salaried,53,94146,650,5380702,Stable,7382303,Rejected
Axis,Salaried,60,57620,869,15895030,Stable,27612833,Approved
Axis,Self-Employed,44,47219,741,653574,Stable,47676644,Approved
Axis,Self-Employed,21,57141,650,6698726,Stable,35634253,Rejected
Axis,Self-Employed,49,88771,672,5148996,Unstable,8148605,Rejected
Axis,Salaried,39,39246,853,40328192,Stable,48759637,Rejected
Axis,Professional,22,56987,610,6781914,Stable,35792279,Rejected
Axis,Professional,53,89311,645,5549731,Unstable,7163068,Rejected
Axis,Self-Employed,20,50536,714,7434019,Unstable,30759197,Rejected
Axis,Self-Employed,48,43210,659,796005,Stable,47719410,Approved
Axis,Self-Employed,53,57576,812,16415612,Stable,28247915,Approved
Axis,Salaried,60,58226,881,18027031,Stable,25678188,Approved
Axis,Self-Employed,50,46061,747,653274,Stable,45740827,Approved
Axis,Professional,60,35756,703,18454482,Stable,24479902,Approved
Axis,Salaried,56,62688,814,17743174,Stable,25618291,Approved
Axis,Salaried,58,65433,804,16675972,Unstable,26289653,Approved
Axis,Self-Employed,60,37067,704,18666782,Unstable,27026400,Approved
Axis,Salaried,44,33572,794,41660491,Unstable,48686784,Rejected
Axis,Salaried,59,35713,747,16828764,Stable,27166289,Approved
Axis,Professional,38,38326,768,40696614,Unstable,43720548,Rejected
Axis,Self-Employed,55,63383,811,18217211,Unstable,26831429,Approved
Axis,Self-Employed,40,32925,745,37388734,Stable,46321341,Rejected
Axis,Salaried,49,87776,609,5342834,Unstable,8373014,Rejected
Axis,Self-Employed,51,65309,858,17627375,Unstable,26125992,Approved
Axis,Salaried,38,35779,752,36538338,Stable,42710627,Rejected
Axis,Salaried,59,58856,769,17696163,Unstable,27903100,Approved
Axis,Salaried,60,68133,826,17654868,Unstable,26942523,Approved
Axis,Professional,50,90708,601,5640628,Unstable,8299933,Rejected
Axis,Salaried,39,33266,764,37974508,Unstable,43980263,Rejected
Axis,Salaried,58,36690,782,17080708,Unstable,27790732,Approved
Axis,Self-Employed,53,43249,756,20526075,Stable,24622940,Approved
Axis,Salaried,53,43074,701,17013050,Unstable,26249149,Approved
Axis,Self-Employed,21,50030,654,6191487,Stable,32398712,Rejected
Axis,Salaried,55,97832,629,5536392,Unstable,8383580,Rejected
Axis,Salaried,57,40397,775,18538525,Unstable,27123277,Approved
Axis,Professional,52,42633,703,18437114,Stable,26478679,Approved
Axis,Professional,50,97528,697,5226790,Stable,8145321,Rejected
Axis,Self-Employed,41,32584,763,36794298,Stable,45787261,Rejected
Axis,Self-Employed,48,45174,758,661002,Unstable,40208748,Approved
Axis,Self-Employed,20,54474,642,6221224,Stable,30729163,Rejected
Axis,Salaried,22,54282,611,7028847,Unstable,34585161,Rejected
Axis,Self-Employed,47,47649,677,772381,Unstable,41730020,Approved
Axis,Professional,57,41997,767,19150066,Stable,25944860,Approved
Axis,Professional,42,35888,861,36496941,Unstable,46811800,Rejected
Axis,Professional,43,38460,719,39822149,Stable,43394831,Rejected
Axis,Salaried,55,61087,868,17386211,Stable,24714820,Approved
Axis,Self-Employed,22,51908,687,6546948,Unstable,33073166,Rejected
Axis,Self-Employed,60,41824,686,17104963,Stable,27968805,Approved
Axis,Professional,37,37393,868,40029653,Stable,41399599,Rejected
Axis,Professional,59,37007,694,19280357,Stable,29134522,Approved
Axis,Professional,46,50953,723,713926,Stable,41390223,Approved
Axis,Self-Employed,20,54500,613,6204133,Unstable,33046414,Rejected
Axis,Self-Employed,62,42031,784,18629915,Stable,25645070,Approved
Axis,Self-Employed,56,35776,751,18055887,Unstable,25173161,Approved
Axis,Salaried,42,36994,713,39254197,Stable,46341415,Rejected
Axis,Self-Employed,50,64018,837,15271146,Unstable,25930296,Approved
Axis,Professional,20,57849,680,6968996,Unstable,34485070,Rejected
Axis,Salaried,43,44329,711,738037,Unstable,44510491,Approved
Axis,Self-Employed,52,87600,683,5814725,Unstable,7870041,Rejected
Axis,Professional,44,49081,745,728621,Unstable,44576590,Approved
Axis,Professional,44,33011,863,35605043,Stable,46881935,Rejected
Axis,Salaried,61,41398,775,18657177,Stable,26342817,Approved
Axis,Self-Employed,38,33727,834,38490053,Stable,47791775,Rejected
Axis,Self-Employed,44,43675,645,742166,Stable,42198087,Approved
Axis,Professional,38,33222,815,40530958,Unstable,50085150,Rejected
Axis,Self-Employed,50,64018,837,15271146,Unstable,25930296,Approved
Axis,Salaried,54,95548,692,5242939,Stable,7127666,Rejected
Axis,Professional,48,93618,641,5086947,Stable,7990889,Rejected
Axis,Salaried,54,81209,715,5156664,Unstable,7566466,Rejected
